Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
17-MAY-2024,23045.65,23386.95,23039.4,23285.65,63939943,7249.22
18-MAY-2024,23389.65,23400.05,23305.35,23339.3,8651870,537.75
21-MAY-2024,23322.95,23422.05,23215.45,23353.75,65431436,5965.09
22-MAY-2024,23380.9,23400.25,23201.95,23324.1,64571530,4846.88
23-MAY-2024,23368.55,23874.75,23252.2,23849.25,68097502,6324.83
24-MAY-2024,23774.15,24038.6,23692.15,23891.45,112344954,6904.93
27-MAY-2024,23972.4,23996.7,23696.35,23877.15,150518473,7640.64
28-MAY-2024,23894.65,23978.45,23763.4,23814.25,87645862,5541.83
29-MAY-2024,23670.55,23805.45,23566.05,23757.95,90165352,4940.11
30-MAY-2024,23690.5,23767.25,23392.15,23471,149456320,6307.77
31-MAY-2024,23613.4,23733.65,23314.05,23419.6,148925142,13215.65
03-JUN-2024,24159.7,24159.7,23874.9,23992.7,90005020,6536.69
04-JUN-2024,24000.95,24001.1,22026.3,23193.3,159623518,11370.63
05-JUN-2024,23374.15,24347.9,23120.65,24283.75,100526658,7779.42
06-JUN-2024,24367.8,24463.3,24200.95,24396.7,93625916,7550.44
07-JUN-2024,24317.75,25043.35,24282.4,25020.2,85280800,6984.88
10-JUN-2024,25100.5,25260.05,24912.6,25022.65,94077853,5617.18
11-JUN-2024,25075.25,25342.2,25008.2,25230.8,67249723,5857.87
12-JUN-2024,25296.65,25407.15,25198.05,25217.6,69940038,5582.9
13-JUN-2024,25482.3,25482.3,25162.5,25393.2,56188939,5084.5
14-JUN-2024,25437.8,25774.7,25347.35,25722.1,72887829,5735.56
18-JUN-2024,25844.7,25991.45,25690.35,25715.3,103640407,7745.48
19-JUN-2024,25809.85,25824.35,25344.4,25381.7,88472925,6258.77
20-JUN-2024,25432.1,25498.4,25201.25,25267.85,78385612,6782.39
21-JUN-2024,25344.8,25437.35,25016.9,25092.3,80595532,8139.03
24-JUN-2024,25033.95,25350.85,24861.3,25309.8,64272666,4870.24
25-JUN-2024,25363.65,25505.75,25205.5,25250.25,113407606,7838.24
26-JUN-2024,25260.5,25293.8,24999.6,25018.9,73071395,5809.4
27-JUN-2024,25025.65,25249.55,24841.85,25191.4,107204926,10271.62
28-JUN-2024,25160.55,25339.15,25119.65,25200.6,84279293,8112.39
